name,phone,categories,location,state_name,website,yellowpages_url
Sharky's Woodfired Mexican Grill,(818) 887-6963,"Mexican Restaurants,Fast Food Restaurants,Restaurants","6219 Topanga Canyon Blvd, Woodland Hills, CA 91367",California,http://www.sharkys.com,https://www.yellowpages.com/woodland-hills-ca/mip/sharkys-woodfired-mexican-grill-10000418
Marquez Restaurant,(562) 921-4731,"Family Style Restaurants,Mexican Restaurants,Restaurants,Seafood Restaurants","13226 Rosecrans Ave, Norwalk, CA 90650",California,,https://www.yellowpages.com/norwalk-ca/mip/marquez-restaurant-10008888
Archibalds Drive-Thru,(909) 393-2660,"Seafood Restaurants,Restaurants","15461 Fairfield Ranch Rd, Chino Hills, CA 91709",California,http://www.archibaldsburgers.com/#!locations/cxks,https://www.yellowpages.com/chino-hills-ca/mip/archibalds-drive-thru-10009068
Beach Hut Deli,(916) 722-2437,"Delicatessens,Caterers,Restaurants","8097 Greenback Ln, Citrus Heights, CA 95610",California,http://www.beachhutdeli.com,https://www.yellowpages.com/citrus-heights-ca/mip/beach-hut-deli-10008800
Ming's Fong Lam Restaurant,(415) 824-2878,"Asian Restaurants,Caterers,Chinese Restaurants,Restaurants","2878 24th St, San Francisco, CA 94110",California,,https://www.yellowpages.com/san-francisco-ca/mip/mings-fong-lam-restaurant-10010911
Catch Isle,(415) 882-1699,"Motels,Lodging,Restaurants","845 Market St, San Francisco, CA 94103",California,,https://www.yellowpages.com/san-francisco-ca/mip/catch-isle-10010462
El Tarasco Mexican Food,(310) 414-9612,"Mexican Restaurants,Caterers,Latin American Restaurants,Restaurants","210 Main St, El Segundo, CA 90245",California,,https://www.yellowpages.com/el-segundo-ca/mip/el-tarasco-mexican-food-10008622
McDonald's,(619) 698-0175,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","8045 Fletcher Pkwy, La Mesa, CA 91942",California,https://www.mcdonalds.com/us/en-us/location/ca/la-mesa/8045-fletcher-pky/19096.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/la-mesa-ca/mip/mcdonalds-10012696
Meals By Genet,(323) 938-9304,"African Restaurants,American Restaurants,Caterers,Family Style Restaurants,Restaurants","1053 S Fairfax Ave, Los Angeles, CA 90019",California,http://www.mealsbygenet.com,https://www.yellowpages.com/los-angeles-ca/mip/meals-by-genet-10009243
Northridge Fish & Chips,(818) 360-3474,"Seafood Restaurants,Restaurants,Take Out Restaurants","10336 Reseda Blvd, Porter Ranch, CA 91326",California,http://northridgefix.com,https://www.yellowpages.com/porter-ranch-ca/mip/northridge-fish-chips-10008539
Pick Up Stix,(949) 429-6500,"Fast Food Restaurants,Caterers,Chinese Restaurants,Restaurants,Take Out Restaurants","1330 Calle Avanzado, San Clemente, CA 92673",California,http://www.pickupstix.com,https://www.yellowpages.com/san-clemente-ca/mip/pick-up-stix-10008285
Fujiyama-Ya Japanese Restaurant,(415) 665-1772,"Japanese Restaurants,Asian Restaurants,Family Style Restaurants,Restaurants,Sushi Bars","1234 Noriega St, San Francisco, CA 94122",California,https://www.facebook.com/Fujiyama-Ya-Japanese-Restaurant-115049648506600,https://www.yellowpages.com/san-francisco-ca/mip/fujiyama-ya-japanese-restaurant-10008305
Los Panchos Mexican Restaurant,(559) 452-1111,"Mexican Restaurants,Caterers,Latin American Restaurants,Restaurants","4910 E Kings Canyon Rd Ste 102, Fresno, CA 93727",California,https://lospanchosfresno.com,https://www.yellowpages.com/fresno-ca/mip/los-panchos-mexican-restaurant-10007380
Krispy Kreme,(530) 891-3492,"Donut Shops,Breakfast, Brunch & Lunch Restaurants,Restaurants","2060 Business Ln, Chico, CA 95928",California,https://krispykreme.com/location/chico-ca?y_source=1_MTE4OTc3ODctNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/chico-ca/mip/krispy-kreme-10008432
Philly's Best,(951) 520-1818,Restaurants,"2347 California Ave, Corona, CA 92881",California,http://www.eatphillysbest.com,https://www.yellowpages.com/corona-ca/mip/phillys-best-10124952
Lola Happy Bakery,(619) 479-3144,"Bakeries,Restaurants","3142 E Plaza Blvd, National City, CA 91950",California,http://www.facebook.com/lolahappybakery,https://www.yellowpages.com/national-city-ca/mip/lola-happy-bakery-10123879
McDonald's,(559) 687-9258,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","1310 Bardsley Ave, Tulare, CA 93274",California,https://www.mcdonalds.com/us/en-us/location/ca/tulare/1310-bardsley-ave/27474.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/tulare-ca/mip/mcdonalds-10125298
Farmer Boys,(714) 578-5000,"Restaurants,American Restaurants,Fast Food Restaurants","1446 N Harbor Blvd, Fullerton, CA 92835",California,http://www.farmerboys.com/fullerton-harbor-blvd,https://www.yellowpages.com/fullerton-ca/mip/farmer-boys-10125015
Starbucks Coffee,(626) 614-8004,"Coffee & Espresso Restaurants,Coffee & Tea,Coffee Shops,Restaurants","5705 Rosemead Blvd, Temple City, CA 91780",California,https://www.starbucks.com/store-locator/store/17626,https://www.yellowpages.com/temple-city-ca/mip/starbucks-coffee-10007983
Lunch Stop,(323) 261-6644,Restaurants,"4700 W Ramona Blvd, Monterey Park, CA 91754",California,,https://www.yellowpages.com/monterey-park-ca/mip/lunch-stop-10007782
House of Shabu Shabu,(949) 654-9400,"Japanese Restaurants,Asian Restaurants,Family Style Restaurants,Restaurants",,California,http://www.irvinetennis.com,https://www.yellowpages.com/nationwide/mip/house-of-shabu-shabu-10123681
La Huasteca Chiquita,(510) 795-8656,"Bakeries,Restaurants","7673 Thornton Ave, Newark, CA 94560",California,http://www.huastecas.com,https://www.yellowpages.com/newark-ca/mip/la-huasteca-chiquita-1012281
A&W All-American Food,(209) 826-1805,"Fast Food Restaurants,American Restaurants,Hamburgers & Hot Dogs,Restaurants,Soda Fountain Shops","748 W Pacheco Blvd, Los Banos, CA 93635",California,http://www.awrestaurants.com,https://www.yellowpages.com/los-banos-ca/mip/a-w-all-american-food-10123241
China Taste,(916) 488-7997,"Chinese Restaurants,Asian Restaurants,Family Style Restaurants,Restaurants","3510 Auburn Blvd Ste 10, Sacramento, CA 95821",California,,https://www.yellowpages.com/sacramento-ca/mip/china-taste-10124958
Baja Fresh,(714) 549-1088,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants","3941 S Bristol St Ste I, Santa Ana, CA 92704",California,http://www.bajafresh.com,https://www.yellowpages.com/santa-ana-ca/mip/baja-fresh-10120416
Jack in the Box,(626) 337-6098,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","3188 Baldwin Park Blvd, Baldwin Park, CA 91706",California,https://locations.jackinthebox.com/us/ca/baldwin-park/3188-baldwin-park-blvd,https://www.yellowpages.com/baldwin-park-ca/mip/jack-in-the-box-10121927
Ingram Creek Restaurant,(209) 894-3160,"American Restaurants,Family Style Restaurants,Restaurants,Take Out Restaurants","4502 Ingram Creek Rd, Westley, CA 95387",California,https://www.facebook.com/pages/Ingram-Creek-Resturaunt/167894599887395,https://www.yellowpages.com/westley-ca/mip/ingram-creek-restaurant-10120011
McDonald's,(916) 331-2126,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","5301 Elkhorn Blvd, Sacramento, CA 95842",California,https://www.mcdonalds.com/us/en-us/location/ca/sacramento/5301-elkhorn-blvd/4968.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/sacramento-ca/mip/mcdonalds-10120271
Goldilocks,(619) 477-7071,"Filipino Restaurants,Asian Restaurants,Caterers,Restaurants","1420 E Plaza Blvd Ste D7, National City, CA 91950",California,https://www.facebook.com/GoldilocksSD/?ref=page_internal,https://www.yellowpages.com/national-city-ca/mip/goldilocks-10119618
Cafe Linda's,(626) 584-0712,"Cafeterias,Breakfast, Brunch & Lunch Restaurants,Caterers,Restaurants,Take Out Restaurants,Thai Restaurants","34 E Holly St, Pasadena, CA 91103",California,http://www.cafelindas.com,https://www.yellowpages.com/pasadena-ca/mip/cafe-lindas-10119048
Kim Tar Restaurant,(562) 402-0969,"Take Out Restaurants,Asian Restaurants,Caterers,Family Style Restaurants,Restaurants","18309 Pioneer Blvd, Artesia, CA 90701",California,http://www.kimtar.com,https://www.yellowpages.com/artesia-ca/mip/kim-tar-restaurant-10122350
Starbucks Coffee,(925) 937-1377,"Coffee & Espresso Restaurants,Coffee & Tea,Coffee Shops,Restaurants","1146 Broadway Plz, Walnut Creek, CA 94596",California,http://www.starbucks.com,https://www.yellowpages.com/walnut-creek-ca/mip/starbucks-coffee-10117142
In-N-Out Burger,(800) 786-1000,"Fast Food Restaurants,American Restaurants,Hamburgers & Hot Dogs,Restaurants","575 W Clover Rd, Tracy, CA 95376",California,http://locations.in-n-out.com/96,https://www.yellowpages.com/tracy-ca/mip/in-n-out-burger-10117458
Wendy's,(909) 394-7414,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","1325 S Lone Hill Ave, Glendora, CA 91740",California,https://locations.wendys.com/united-states/ca/glendora/1325-s-lonehill-ave.,https://www.yellowpages.com/glendora-ca/mip/wendys-10117992
Tokyo Express Teriyaki House 2,(415) 348-1732,"Japanese Restaurants,Asian Restaurants,Caterers,Restaurants,Take Out Restaurants","160 Spear St, San Francisco, CA 94105",California,,https://www.yellowpages.com/san-francisco-ca/mip/tokyo-express-teriyaki-house-2-10118065
The Daily Perk,(707) 763-5496,"Coffee & Espresso Restaurants,Coffee & Tea,Coffee Shops,Restaurants","100 Fairgrounds Dr, Petaluma, CA 94952",California,,https://www.yellowpages.com/petaluma-ca/mip/the-daily-perk-10115084
Mar De Oro Restaurant,(310) 644-7082,"Family Style Restaurants,Restaurants","15214 Hawthorne Blvd, Lawndale, CA 90260",California,,https://www.yellowpages.com/lawndale-ca/mip/mar-de-oro-restaurant-10115556
Wahoo's Fish Tacos,(310) 540-7725,"Mexican Restaurants,American Restaurants,Restaurants,Seafood Restaurants","3556 Torrance Blvd, Torrance, CA 90503",California,http://www.wahoos.com,https://www.yellowpages.com/torrance-ca/mip/wahoos-fish-tacos-10118447
Del Taco,(530) 673-1326,"Fast Food Restaurants,Mexican Restaurants,Restaurants","1078 Harter Pkwy, Yuba City, CA 95993",California,https://locations.deltaco.com/us/ca/yuba-city/1078-harter-road,https://www.yellowpages.com/yuba-city-ca/mip/del-taco-10116490
Elephant Bar,(805) 964-0779,"Bars,American Restaurants,Asian Restaurants,Brew Pubs,Family Style Restaurants,Health Food Restaurants,Mexican Restaurants,Restaurants","521 Firestone Rd, Goleta, CA 93117",California,http://www.elephantbar.com,https://www.yellowpages.com/goleta-ca/mip/elephant-bar-10115268
Straw Hat Pizza,(209) 825-8744,"Pizza,Restaurants,Take Out Restaurants","1238 N Main St, Manteca, CA 95336",California,http://www.strawhatpizza.com,https://www.yellowpages.com/manteca-ca/mip/straw-hat-pizza-1011438
Paradise Cafe,(805) 962-4416,"American Restaurants,Breakfast, Brunch & Lunch Restaurants,Family Style Restaurants,Restaurants","702 Anacapa St, Santa Barbara, CA 93101",California,http://www.paradisecafe.com,https://www.yellowpages.com/santa-barbara-ca/mip/paradise-cafe-10115527
HomeTown Buffet,(209) 521-3999,"Buffet Restaurants,American Restaurants,Restaurants","1771 Prescott Rd, Modesto, CA 95350",California,http://hometownbuffet.com,https://www.yellowpages.com/modesto-ca/mip/hometown-buffet-1011477
Mr K Donuts,(562) 984-8155,"Donut Shops,Restaurants","4831 Paramount Blvd, Lakewood, CA 90712",California,https://mr-k-donuts.business.site,https://www.yellowpages.com/lakewood-ca/mip/mr-k-donuts-1010275
Grasso's Italian Restaurant,(760) 352-4635,"Italian Restaurants,Pizza,Restaurants,Seafood Restaurants,Steak Houses,Take Out Restaurants","1902 W Main St, El Centro, CA 92243",California,http://www.grassositalianrestaurant.com,https://www.yellowpages.com/el-centro-ca/mip/grassos-italian-restaurant-10114647
Wienerschnitzel,(626) 962-4351,"Fast Food Restaurants,American Restaurants,Hamburgers & Hot Dogs,Hot Dog Stands & Restaurants,Restaurants","13999 Francisquito Ave, Baldwin Park, CA 91706",California,http://www.wienerschnitzel.com,https://www.yellowpages.com/baldwin-park-ca/mip/wienerschnitzel-10114669
Subway,(510) 876-5666,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","791 A St, Hayward, CA 94541",California,https://restaurants.subway.com/united-states/ca/hayward/791-a-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=25425&utm_campaign=evergreen-2020&y_source=1_MTQ5MDUwMDctNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/hayward-ca/mip/subway-10105852
Pescado Mojado,(562) 929-6718,"Seafood Restaurants,Caterers,Latin American Restaurants,Mexican Restaurants,Restaurants","11530 Telegraph Rd, Santa Fe Springs, CA 90670",California,http://www.smokeyjoescharlotte.com,https://www.yellowpages.com/santa-fe-springs-ca/mip/pescado-mojado-10104872
Pinoy Pinay Filipino,(626) 839-5042,"Filipino Restaurants,Asian Restaurants,Caterers,Restaurants","2532 S Azusa Ave, West Covina, CA 91792",California,http://www.pinoy-pinay.com,https://www.yellowpages.com/west-covina-ca/mip/pinoy-pinay-filipino-10105408
Steve & Dave's Bar,(707) 443-8887,"Bars,Bar & Grills,Barbecue Restaurants,Brew Pubs,Cocktail Lounges,Night Clubs,Restaurants,Taverns","200 1st St, Eureka, CA 95501",California,,https://www.yellowpages.com/eureka-ca/mip/steve-daves-bar-10102403
Small Island,(818) 341-1884,"Japanese Restaurants,Asian Restaurants,Box Lunches,Caterers,Restaurants,Take Out Restaurants","9545 Reseda Blvd Ste 16, Northridge, CA 91324",California,,https://www.yellowpages.com/northridge-ca/mip/small-island-10101481
McDonald's,(916) 457-2251,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","3006 K St, Sacramento, CA 95816",California,https://www.mcdonalds.com/us/en-us/location/ca/sacramento/3006-k-street/25599.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/sacramento-ca/mip/mcdonalds-1010168
Robeks,(562) 961-8484,"Juices,Beverages,Health Food Restaurants,Restaurants","4547 E Pacific Coast Hwy, Long Beach, CA 90804",California,http://robeks.com/locations/traffic-circle-ca.html,https://www.yellowpages.com/long-beach-ca/mip/robeks-1010126
Ng's Kitchen,(415) 239-8844,"Chinese Restaurants,Restaurants","2511 Geneva Ave, Daly City, CA 94014",California,,https://www.yellowpages.com/daly-city-ca/mip/ngs-kitchen-10101983
La Esperanza Restaurant,(559) 945-9496,"Family Style Restaurants,Restaurants","36865 S Lassen Ave, Huron, CA 93234",California,http://laesperanzarestaurant.com,https://www.yellowpages.com/huron-ca/mip/la-esperanza-restaurant-1010072
Ye Loy Restaurant,(626) 286-2217,"Take Out Restaurants,Chinese Restaurants,Family Style Restaurants,Restaurants","9406 Las Tunas Dr, Temple City, CA 91780",California,,https://www.yellowpages.com/temple-city-ca/mip/ye-loy-restaurant-10106010
Ming Yen,(415) 897-5800,"Chinese Restaurants,Asian Restaurants,Restaurants","1624 Grant Ave, Novato, CA 94945",California,http://www.mingyennovato.com,https://www.yellowpages.com/novato-ca/mip/ming-yen-10103056
Louisiana Fried Chicken,(310) 671-5581,"Chicken Restaurants,Fast Food Restaurants,Home Cooking Restaurants,Restaurants","4211 W Century Blvd, Inglewood, CA 90304",California,http://www.louisianafamousfriedchicken.net,https://www.yellowpages.com/inglewood-ca/mip/louisiana-fried-chicken-10100009
Subway,(714) 898-0305,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","14920 Beach Blvd, Westminster, CA 92683",California,https://restaurants.subway.com/united-states/ca/westminster/14920-beach-blvd?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=230&utm_campaign=evergreen-2020&y_source=1_MTQ5MDYxMTUtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/westminster-ca/mip/subway-10101699
Cypress Best Burgers,(323) 223-1505,"Hamburgers & Hot Dogs,American Restaurants,Fast Food Restaurants,Hot Dog Stands & Restaurants,Restaurants,Sandwich Shops","3240 N Figueroa St, Los Angeles, CA 90065",California,,https://www.yellowpages.com/los-angeles-ca/mip/cypress-best-burgers-10099955
Pasta Pomodoro,(408) 292-9929,"Italian Restaurants,Restaurants","1205 The Alameda Ste 30, San Jose, CA 95126",California,,https://www.yellowpages.com/san-jose-ca/mip/pasta-pomodoro-10101029
B B Q Unlimited,(818) 765-7725,"Barbecue Restaurants,American Restaurants,Chinese Restaurants,Restaurants","12980 Sherman Way, North Hollywood, CA 91605",California,http://www.bbqunlimited.com,https://www.yellowpages.com/north-hollywood-ca/mip/b-b-q-unlimited-1010013
Rock'n Yogurt,(805) 962-6190,"Yogurt,Dairy Products,Restaurants","620 State St, Santa Barbara, CA 93101",California,http://www.rockinyogurt.com,https://www.yellowpages.com/santa-barbara-ca/mip/rockn-yogurt-10098524
Yagumo Sushi,(818) 787-9383,"Sushi Bars,Caterers,Japanese Restaurants,Restaurants","14554 Vanowen St, Van Nuys, CA 91405",California,,https://www.yellowpages.com/van-nuys-ca/mip/yagumo-sushi-10100404
Jack in the Box,(951) 653-8443,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","19586 Van Buren Blvd, Riverside, CA 92508",California,https://locations.jackinthebox.com/us/ca/riverside/19586-van-buren-blvd,https://www.yellowpages.com/riverside-ca/mip/jack-in-the-box-1009832
Tony's Restaurant,(909) 623-4695,"Family Style Restaurants,Caterers,Restaurants","986 E 2nd St, Pomona, CA 91766",California,http://locatearestaurant.com,https://www.yellowpages.com/pomona-ca/mip/tonys-restaurant-10098183
To Chau,(650) 961-8069,"Vietnamese Restaurants,Asian Restaurants,Restaurants","853 Villa St, Mountain View, CA 94041",California,,https://www.yellowpages.com/mountain-view-ca/mip/to-chau-10099322
Dad's Dogs House,(559) 789-9383,Restaurants,"969 W Henderson Ave, Porterville, CA 93257",California,,https://www.yellowpages.com/porterville-ca/mip/dads-dogs-house-10098001
Sombrero Mexican Food,(619) 390-8350,"Mexican Restaurants,Caterers,Latin American Restaurants,Restaurants,Vegetarian Restaurants","12346 Woodside Ave, Lakeside, CA 92040",California,http://www.sombreromex.com,https://www.yellowpages.com/lakeside-ca/mip/sombrero-mexican-food-10098712
Pins & Pizza,(925) 349-5622,Restaurants,"1500 Monument Blvd, Concord, CA 94520",California,https://pinsandpizza.com,https://www.yellowpages.com/concord-ca/mip/pins-pizza-10098231
Wetzel's Pretzels,(323) 722-8882,"Pretzels,Fast Food Restaurants,Restaurants","2159 Montebello Town Ctr, Montebello, CA 90640",California,http://www.wetzels.com,https://www.yellowpages.com/montebello-ca/mip/wetzels-pretzels-10097166
Munchies,(562) 912-4901,"Delicatessens,Restaurants,Take Out Restaurants","2331 Orange Ave, Signal Hill, CA 90755",California,http://www.monroevillemall.com,https://www.yellowpages.com/signal-hill-ca/mip/munchies-10137991
Wings Grill and Expresso Bar,(530) 885-0428,"American Restaurants,Barbecue Restaurants,Coffee & Espresso Restaurants,Coffee Shops,Restaurants,Take Out Restaurants","13595 New Airport Rd, Auburn, CA 95602",California,https://www.facebook.com/WingsGrillAuburn,https://www.yellowpages.com/auburn-ca/mip/wings-grill-and-expresso-bar-10096770
Jamba,(661) 835-9831,"Juices,Beverages,Health & Diet Food Products,Health Food Restaurants,Ice Cream & Frozen Desserts,Refreshment Stands,Restaurants","2701 Ming Ave Spc 197A, Bakersfield, CA 93304",California,https://locations.jamba.com/ca/bakersfield/2701-ming-ave?utm_source=extnet&utm_medium=organic&utm_campaign=locations_partner,https://www.yellowpages.com/bakersfield-ca/mip/jamba-10099629
KITCHEN 1540,(858) 793-6460,Restaurants,"1540 Camino Del Mar, Del Mar, CA 92014",California,http://www.laubergedelmar.com/kitchen1540,https://www.yellowpages.com/del-mar-ca/mip/kitchen-1540-10135544
Starbucks Coffee,(805) 499-2581,"Coffee & Espresso Restaurants,Coffee & Tea,Coffee Shops,Restaurants","587 N Ventu Park Rd, Newbury Park, CA 91320",California,http://www.starbucks.com,https://www.yellowpages.com/newbury-park-ca/mip/starbucks-coffee-10098533
Mariscos Rancho Nuevo,(818) 364-7158,"Mexican Restaurants,Latin American Restaurants,Restaurants","12431 San Fernando Rd, Sylmar, CA 91342",California,,https://www.yellowpages.com/sylmar-ca/mip/mariscos-rancho-nuevo-1013348
Wienerschnitzel,(310) 679-3931,"Fast Food Restaurants,Hamburgers & Hot Dogs,Hot Dog Stands & Restaurants,Restaurants","4365 W Rosecrans Ave, Hawthorne, CA 90250",California,http://www.wienerschnitzel.com,https://www.yellowpages.com/hawthorne-ca/mip/wienerschnitzel-10137846
La Paz Restaurant Pupuseria,(415) 550-8313,"Mexican Restaurants,Family Style Restaurants,Latin American Restaurants,Restaurants","1028 Potrero Ave, San Francisco, CA 94110",California,http://foodeist.com/place/la-paz-san-francisco-2,https://www.yellowpages.com/san-francisco-ca/mip/la-paz-restaurant-pupuseria-10136845
Korean BBQ,(408) 246-9333,"Barbecue Restaurants,Restaurants","2640 Homestead Rd, Santa Clara, CA 95051",California,,https://www.yellowpages.com/santa-clara-ca/mip/korean-bbq-1013587
Asian-Ya Soy Boy,(310) 312-3861,"Asian Restaurants,Japanese Restaurants,Korean Restaurants,Restaurants","11660 Gateway Blvd, Los Angeles, CA 90064",California,,https://www.yellowpages.com/los-angeles-ca/mip/asian-ya-soy-boy-10133136
Arby's,(818) 347-0637,"Fast Food Restaurants,Restaurants,Sandwich Shops","7011 Topanga Canyon Blvd, Canoga Park, CA 91303",California,http://locations.arbys.com/us/ca/canoga-park/7011-topanga-canyon-blvd.html,https://www.yellowpages.com/canoga-park-ca/mip/arbys-10138032
McDonald's,(323) 342-0669,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","4947 Huntington Dr, Los Angeles, CA 90032",California,https://www.mcdonalds.com/us/en-us/location/ca/los-angeles/4947-huntington-dr/4310.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/los-angeles-ca/mip/mcdonalds-10132030
Shima Japanese Restaurant,(909) 591-0175,"Japanese Restaurants,Restaurants","13700 Roswell Ave, Chino, CA 91710",California,http://www.shimachino.com,https://www.yellowpages.com/chino-ca/mip/shima-japanese-restaurant-10096733
Chinese Consolidated School,(213) 625-8343,"Chinese Restaurants,Restaurants","816 Yale St, Los Angeles, CA 90012",California,http://www.ccbala.org,https://www.yellowpages.com/los-angeles-ca/mip/chinese-consolidated-school-10134844
Palmie French Restaurant,(760) 341-3200,"French Restaurants,Restaurants","44491 Town Center Way Ste G, Palm Desert, CA 92260",California,http://palm-desert.org,https://www.yellowpages.com/palm-desert-ca/mip/palmie-french-restaurant-10132558
Panaderia Michoacan 2,(650) 364-9993,"Bakeries,Restaurants",,California,,https://www.yellowpages.com/nationwide/mip/panaderia-michoacan-2-10130631
Won Thai Cuisine,(510) 799-6800,"Thai Restaurants,Asian Restaurants,Caterers,Restaurants,Take Out Restaurants","844 Willow Ave Ste A1A, Hercules, CA 94547",California,https://wonthaicuisine.com,https://www.yellowpages.com/hercules-ca/mip/won-thai-cuisine-10131605
Burger King,(707) 464-1714,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","1250 9th St, Crescent City, CA 95531",California,https://burgerking.com/store-locator/store/restaurant_1958,https://www.yellowpages.com/crescent-city-ca/mip/burger-king-10132080
Kreation Organic Kafe,(310) 458-4880,"Health Food Restaurants,Breakfast, Brunch & Lunch Restaurants,Caterers,Juices,Mediterranean Restaurants,Middle Eastern Restaurants,Restaurants,Take Out Restaurants","1023 Montana Ave, Santa Monica, CA 90403",California,http://www.kreationkafe.com,https://www.yellowpages.com/santa-monica-ca/mip/kreation-organic-kafe-10133287
China Super Buffet,(619) 336-9989,"Chinese Restaurants,Asian Restaurants,Buffet Restaurants,Japanese Restaurants,Restaurants,Sushi Bars","3007 Highland Ave, National City, CA 91950",California,http://chinasuperbuffetsd.com,https://www.yellowpages.com/national-city-ca/mip/china-super-buffet-10131039
Little Brother Sushi,(818) 610-8350,"Sushi Bars,Asian Restaurants,Japanese Restaurants,Restaurants,Take Out Restaurants","22140 Ventura Blvd, Woodland Hills, CA 91364",California,http://www.littlebrothersushi.com,https://www.yellowpages.com/woodland-hills-ca/mip/little-brother-sushi-10131876
"Mexicali, Inc.",(661) 327-4218,"Mexican Restaurants,Restaurants","419 Baker St, Bakersfield, CA 93305",California,http://www.mexicalifood.com,https://www.yellowpages.com/bakersfield-ca/mip/mexicali-inc-10129733
Habana Cuba,(408) 998-2822,"Caterers,Restaurants","238 Race St, San Jose, CA 95126",California,http://www.998cuba.com,https://www.yellowpages.com/san-jose-ca/mip/habana-cuba-10132649
Eboshi Noodle Bar,(310) 325-6674,Restaurants,"2383 Lomita Blvd Ste 116, Lomita, CA 90717",California,http://mangiafoodtruck.com,https://www.yellowpages.com/lomita-ca/mip/eboshi-noodle-bar-10130245
Taco Bell,(916) 455-5738,"Fast Food Restaurants,Mexican Restaurants,Restaurants","2431 Broadway, Sacramento, CA 95818",California,https://locations.tacobell.com/ca/sacramento/2431-broadway.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=028748&utm_content=website&y_source=1_NjE0NDg5Ny01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/sacramento-ca/mip/taco-bell-10129886
El Pueblito Restaurant,(559) 298-2068,"Mexican Restaurants,Caterers,Family Style Restaurants,Latin American Restaurants,Restaurants,Take Out Restaurants","1437 Tollhouse Rd, Clovis, CA 93611",California,http://www.elpueblitomexicanfood.com,https://www.yellowpages.com/clovis-ca/mip/el-pueblito-restaurant-10129860
The Cheese Steak Shop,(510) 832-6717,"Steak Houses,American Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","3308 Lakeshore Ave, Oakland, CA 94610",California,http://www.cheesesteakshop.com,https://www.yellowpages.com/oakland-ca/mip/the-cheese-steak-shop-10130854
Burger King,(858) 292-5559,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","3810 Convoy St, San Diego, CA 92111",California,http://www.bk.com,https://www.yellowpages.com/san-diego-ca/mip/burger-king-10129310
Skipolini's Pizza,(925) 757-7770,"Pizza,Caterers,Italian Restaurants,Restaurants","901 Fitzuren Rd, Antioch, CA 94509",California,http://www.skipolinispizza.com,https://www.yellowpages.com/antioch-ca/mip/skipolinis-pizza-10127931
El Maguey Restaurant,(858) 578-1483,"Mexican Restaurants,Family Style Restaurants,Latin American Restaurants,Restaurants","9225 Mira Mesa Blvd Ste 102, San Diego, CA 92126",California,http://elmaguey.menutoeat.com,https://www.yellowpages.com/san-diego-ca/mip/el-maguey-restaurant-10129817
Tono's Tacos,(323) 261-0098,"Mexican Restaurants,Caterers,Restaurants","4300 E Cesar E Chavez Ave, Los Angeles, CA 90022",California,,https://www.yellowpages.com/los-angeles-ca/mip/tonos-tacos-10026884
Orange Julius,(530) 894-8304,"Juices,Fast Food Restaurants,Ice Cream & Frozen Desserts,Refreshment Stands,Restaurants","1950 E 20th St Ste 205, Chico, CA 95928",California,http://www.orangejulius.com,https://www.yellowpages.com/chico-ca/mip/orange-julius-10029572
Twisted Gourmet,(951) 736-3600,"Gourmet Shops,Caterers,Restaurants","163 W Ontario Ave, Corona, CA 92882",California,,https://www.yellowpages.com/corona-ca/mip/twisted-gourmet-10127773
Old Pumpernickel Deli,(714) 894-0430,"Delicatessens,Caterers,Restaurants","12752 Valley View St Ste A, Garden Grove, CA 92845",California,http://www.oldpumpernickeldeli.com,https://www.yellowpages.com/garden-grove-ca/mip/old-pumpernickel-deli-10127778
